run_id,seed,config_hash,algorithm,iteration,mg,phase,episode_reward,discounted_return,cg_cost,ba_cost,imbalance_cost,abs_deficit,environment_steps,actor_loss,kl,actor_updates,trpo_accepted,actor_grad_norm,critic_loss,critic_grad_norm,critic_updates,actor_delta,critic_delta
inferred_20260921_seed3,3,11ed1195aabfcd298bcaf379e7f064ad8010cd8ca67a057b647baa8bf9ef6e77,F-MADRL,1,1,1,-32308.58932437124,-28216.08934801208,17011.510750923488,18384.826802084375,70223.69460735796,5619.78927846382,24,-0.002480248687788844,5.7321874919580296e-05,4,0,0.9591244459152222,1790768.875,6816554.5,4,0.026127610355615616,0.2660214602947235
inferred_20260921_seed3,3,11ed1195aabfcd298bcaf379e7f064ad8010cd8ca67a057b647baa8bf9ef6e77,F-MADRL,1,2,1,-11719.570640431804,-10351.780779274623,36601.729704308316,10808.365561249837,23936.374966934756,1824.6693956230088,24,-0.0026936631184071302,5.3133382607484236e-05,4,0,1.1487630605697632,279537.40625,1538582.375,4,0.026091303676366806,0.26896655559539795
inferred_20260921_seed3,3,11ed1195aabfcd298bcaf379e7f064ad8010cd8ca67a057b647baa8bf9ef6e77,F-MADRL,1,3,1,-8070.330336548113,-7158.386987192707,21382.78817718052,13062.380385285953,16403.171033997296,1183.3148170985048,24,-0.002668917179107666,5.096425593364984e-05,4,0,1.111099123954773,118100.09375,676939.875,4,0.02605469338595867,0.2674642503261566
inferred_20260921_seed3,3,11ed1195aabfcd298bcaf379e7f064ad8010cd8ca67a057b647baa8bf9ef6e77,F-MADRL,2,1,1,-29196.82905992594,-25409.86769039879,19125.089088703626,17927.309499353465,63235.06908481066,5313.428742791336,48,-0.002991964342072606,5.613022585748695e-05,4,0,1.2772902250289917,1401382.875,5763134.5,4,0.023623522371053696,0.260957807302475
inferred_20260921_seed3,3,11ed1195aabfcd298bcaf379e7f064ad8010cd8ca67a057b647baa8bf9ef6e77,F-MADRL,2,2,1,-10315.456396238274,-9176.751740230073,38729.37693699568,10224.419641242763,20747.5121437189,1718.0424919087484,48,-0.00015829503536224365,8.322905159729999e-06,4,0,0.7530718445777893,133874.796875,1076770.375,4,0.016085021197795868,0.2647826075553894
inferred_20260921_seed3,3,11ed1195aabfcd298bcaf379e7f064ad8010cd8ca67a057b647baa8bf9ef6e77,F-MADRL,2,3,1,-8600.143105092258,-7555.489300807729,16689.670665372247,17252.717850275025,17602.878521731807,1299.8774279152756,48,-0.0013841986656188965,3.3191172406077385e-05,4,0,0.8694919347763062,89126.375,756939.875,4,0.019832242280244827,0.25611168146133423
inferred_20260921_seed3,3,11ed1195aabfcd298bcaf379e7f064ad8010cd8ca67a057b647baa8bf9ef6e77,F-MADRL,3,1,1,-29380.115050788758,-25522.35915601343,20659.054483049564,7729.901092710885,64027.413198385664,5143.330230180935,72,-0.001769075752235949,5.547697946894914e-05,4,0,0.8465392589569092,1376999.625,6313230.0,4,0.021010402590036392,0.25069424510002136
inferred_20260921_seed3,3,11ed1195aabfcd298bcaf379e7f064ad8010cd8ca67a057b647baa8bf9ef6e77,F-MADRL,3,2,1,-11447.940306160679,-10230.767463764703,36316.15230022161,16540.38078967652,23090.688098583814,1842.6800040743249,72,-0.0001679609267739579,7.413715934490028e-07,4,0,0.9539121985435486,172065.265625,1343091.125,4,0.010533281601965427,0.2570529878139496
inferred_20260921_seed3,3,11ed1195aabfcd298bcaf379e7f064ad8010cd8ca67a057b647baa8bf9ef6e77,F-MADRL,3,3,1,-9142.001023344435,-8023.954146612057,20471.01338977456,15207.626550383806,18729.840498980593,1239.8732216610297,72,-0.0018756091594696045,3.786387242143974e-05,4,0,1.0180927515029907,184269.3125,807104.4375,4,0.01968732289969921,0.25260332226753235
inferred_20260921_seed3,3,11ed1195aabfcd298bcaf379e7f064ad8010cd8ca67a057b647baa8bf9ef6e77,F-MADRL,4,1,1,-31872.634771697576,-27720.93320577283,17048.34037378998,19434.133202335834,69206.63400038902,5596.461651594518,96,-0.0019286572933197021,4.461659409571439e-05,4,0,0.9636642336845398,1671178.875,6778109.0,4,0.02068782038986683,0.24995668232440948
inferred_20260921_seed3,3,11ed1195aabfcd298bcaf379e7f064ad8010cd8ca67a057b647baa8bf9ef6e77,F-MADRL,4,2,1,-10267.011748946892,-9146.892175359748,31314.972708997302,12035.390327399611,20888.898862708786,1683.8173393104034,96,-0.0008145521278493106,7.184043624874903e-06,4,0,1.3207440376281738,166569.453125,918973.9375,4,0.011799496598541737,0.25370028614997864
inferred_20260921_seed3,3,11ed1195aabfcd298bcaf379e7f064ad8010cd8ca67a057b647baa8bf9ef6e77,F-MADRL,4,3,1,-6726.075994443528,-5939.671104192392,17725.8232763729,19970.885327433054,13271.426271927572,1127.8562848948666,96,-0.0007182806730270386,2.6921130483970046e-05,4,0,0.6193791031837463,87671.5234375,157610.234375,4,0.018997276201844215,0.2394479364156723
inferred_20260921_seed3,3,11ed1195aabfcd298bcaf379e7f064ad8010cd8ca67a057b647baa8bf9ef6e77,F-MADRL,5,1,1,-29540.08474475511,-25704.58508661954,18708.268351345163,17201.223289131973,64048.65535987904,5322.528214484685,120,0.00022003550839144737,1.4594193089578766e-05,4,0,0.4170064330101013,1357464.75,6197798.0,4,0.014277543872594833,0.25277507305145264
inferred_20260921_seed3,3,11ed1195aabfcd298bcaf379e7f064ad8010cd8ca67a057b647baa8bf9ef6e77,F-MADRL,5,2,1,-8746.083245724763,-7773.577854186252,30766.076650072348,12322.227770129382,17520.70479404606,1322.8878898165094,120,-0.0012020766735076904,1.3038748875260353e-05,4,0,1.4921833276748657,194258.796875,398776.34375,4,0.011868554167449474,0.2508392930030823
inferred_20260921_seed3,3,11ed1195aabfcd298bcaf379e7f064ad8010cd8ca67a057b647baa8bf9ef6e77,F-MADRL,5,3,1,-6408.8918121672195,-5649.149846757653,18956.36930524624,13245.48829660263,12810.788133622758,1017.6171115144247,120,-0.001284544705413282,3.1226431019604206e-05,4,0,0.9106799364089966,154394.046875,279040.375,4,0.018482286483049393,0.21878814697265625
inferred_20260921_seed3,3,11ed1195aabfcd298bcaf379e7f064ad8010cd8ca67a057b647baa8bf9ef6e77,F-MADRL,6,1,1,-31763.777240953634,-27671.372461736228,16777.51177992492,18295.324217004592,69027.37893558899,5599.89069289096,144,-0.0005426555871963501,1.2544366654765327e-05,4,0,0.6312835216522217,1639907.875,7099660.5,4,0.012616036459803581,0.25463438034057617
inferred_20260921_seed3,3,11ed1195aabfcd298bcaf379e7f064ad8010cd8ca67a057b647baa8bf9ef6e77,F-MADRL,6,2,1,-9250.295460807722,-8303.609629325594,30198.012969435964,13779.344894021791,18601.662896752365,1476.8375956465522,144,-0.0015971958637237549,1.9744156816159375e-05,4,0,1.147537112236023,208080.609375,288463.1875,4,0.013613286428153515,0.24704575538635254
inferred_20260921_seed3,3,11ed1195aabfcd298bcaf379e7f064ad8010cd8ca67a057b647baa8bf9ef6e77,F-MADRL,6,3,1,-5897.165051885697,-5132.351317355866,19514.167450875902,10095.743549870534,11788.815181935039,891.061408659214,144,-0.0003719627857208252,2.4879916963982396e-05,4,0,0.6391409039497375,177132.203125,311961.25,4,0.01547823753207922,0.19179727137088776
inferred_20260921_seed3,3,11ed1195aabfcd298bcaf379e7f064ad8010cd8ca67a057b647baa8bf9ef6e77,F-MADRL,7,1,1,-30313.57037655956,-26436.592005018458,16385.01861159286,14442.16077504912,65993.39286405937,5628.377253459714,168,0.0002137025148840621,4.370027454569936e-06,4,0,1.2355000972747803,1239423.75,6778656.0,4,0.008093784563243389,0.25559595227241516
inferred_20260921_seed3,3,11ed1195aabfcd298bcaf379e7f064ad8010cd8ca67a057b647baa8bf9ef6e77,F-MADRL,7,2,1,-7117.973435148701,-6476.635063996791,28242.97791268322,17962.3742896665,13764.14753578157,1299.8211947175673,168,-0.0013495435705408454,2.1562040274147876e-05,4,0,1.0062726736068726,246923.125,535543.0625,4,0.015915777534246445,0.21549509465694427
inferred_20260921_seed3,3,11ed1195aabfcd298bcaf379e7f064ad8010cd8ca67a057b647baa8bf9ef6e77,F-MADRL,7,3,1,-8623.442922991053,-7650.922612465828,17106.85116600187,10825.79040264271,17921.755759151467,1505.715997960416,168,-0.0010725408792495728,2.218006738985423e-05,4,0,1.5242661237716675,267321.5625,647205.625,4,0.014403260312974453,0.1806710809469223
inferred_20260921_seed3,3,11ed1195aabfcd298bcaf379e7f064ad8010cd8ca67a057b647baa8bf9ef6e77,F-MADRL,8,1,1,-30679.673299344693,-26677.432055085097,16693.784416851406,13058.169802790031,66854.74269989303,5691.5399643727715,192,-0.00027133026742376387,3.714126478371327e-06,4,0,1.2963863611221313,1574086.5,7070762.5,4,0.006027990486472845,0.2561693489551544
inferred_20260921_seed3,3,11ed1195aabfcd298bcaf379e7f064ad8010cd8ca67a057b647baa8bf9ef6e77,F-MADRL,8,2,1,-10766.052477485751,-9542.04920777156,29674.893014135756,15359.784897715486,21923.019820552727,1947.082812123357,192,-0.00012097755825379863,1.565705861139577e-05,4,0,0.46993207931518555,352546.75,823828.375,4,0.015022898092865944,0.1854533851146698
inferred_20260921_seed3,3,11ed1195aabfcd298bcaf379e7f064ad8010cd8ca67a057b647baa8bf9ef6e77,F-MADRL,8,3,1,-8143.4812447321565,-7188.937793017291,17751.026381536143,14616.285990254655,16658.077771769647,1370.62641117057,192,-0.0018217414617538452,2.7057045372202992e-05,4,0,1.1799508333206177,207369.015625,251518.46875,4,0.01881011389195919,0.19915767014026642
inferred_20260921_seed3,3,11ed1195aabfcd298bcaf379e7f064ad8010cd8ca67a057b647baa8bf9ef6e77,F-MADRL,9,1,1,-31782.259028051252,-27609.347051168468,17654.488622410554,14030.593730445908,69219.01640220916,5538.334682994822,216,-0.0011618733406066895,1.2831597814511042e-05,4,0,1.0833544731140137,1908483.625,7576519.5,4,0.013139155693352222,0.25696447491645813
inferred_20260921_seed3,3,11ed1195aabfcd298bcaf379e7f064ad8010cd8ca67a057b647baa8bf9ef6e77,F-MADRL,9,2,1,-9045.546991254629,-7994.973884561555,28179.59252821454,10254.803567112198,18393.020154106875,1261.387709347092,216,-0.0005562007427215576,1.0144610314455349e-05,4,0,0.894752562046051,464232.46875,289385.03125,4,0.0145651176571846,0.19645234942436218
inferred_20260921_seed3,3,11ed1195aabfcd298bcaf379e7f064ad8010cd8ca67a057b647baa8bf9ef6e77,F-MADRL,9,3,1,-7272.030385187011,-6449.1322872420105,20645.349376527756,6382.208623781788,14958.842722624046,1210.7663227257226,216,-0.0017219086876139045,5.4846343118697405e-05,4,0,1.0565674304962158,378474.53125,580003.5625,4,0.02222101017832756,0.19300127029418945
inferred_20260921_seed3,3,11ed1195aabfcd298bcaf379e7f064ad8010cd8ca67a057b647baa8bf9ef6e77,F-MADRL,10,1,1,-29139.418261666684,-25384.33038878976,19657.14173867466,18898.858362574116,63040.6627992038,5183.567623986368,240,-0.0003911306557711214,1.8260421711602248e-05,4,0,0.5741130113601685,1524918.875,6564479.5,4,0.016207098960876465,0.257158100605011
inferred_20260921_seed3,3,11ed1195aabfcd298bcaf379e7f064ad8010cd8ca67a057b647baa8bf9ef6e77,F-MADRL,10,2,1,-12732.723999430973,-11329.422658017746,34305.98027617031,22775.94221807729,25757.967887880044,1989.4827218692349,240,-0.000857363163959235,1.1611792615440208e-05,4,0,0.9977539777755737,550906.6875,1405749.0,4,0.016278469935059547,0.19355450570583344
inferred_20260921_seed3,3,11ed1195aabfcd298bcaf379e7f064ad8010cd8ca67a057b647baa8bf9ef6e77,F-MADRL,10,3,1,-8134.454197294916,-7216.081490881885,18286.520213689317,10599.92780846602,16792.72274855958,1260.5427594214689,240,-0.002474834444001317,4.928065754938871e-05,4,0,2.1834771633148193,396452.46875,273394.53125,4,0.022830544039607048,0.1742175817489624
inferred_20260921_seed3,3,11ed1195aabfcd298bcaf379e7f064ad8010cd8ca67a057b647baa8bf9ef6e77,F-MADRL,11,1,1,-30043.863090363164,-26279.567965351373,18890.86840272643,14979.689218238236,65258.782084319704,5298.255846804574,264,-0.0010833591222763062,2.9007051125518046e-05,4,0,1.0842294692993164,1654890.0,7097403.5,4,0.01647544465959072,0.25587964057922363
inferred_20260921_seed3,3,11ed1195aabfcd298bcaf379e7f064ad8010cd8ca67a057b647baa8bf9ef6e77,F-MADRL,11,2,1,-9236.736447626641,-8151.295164160861,32342.114701001607,16163.10779605675,18370.29332818994,1533.9092303629043,264,-0.001047760248184204,1.823752791096922e-05,4,0,0.818750262260437,468683.75,555694.5625,4,0.01962963119149208,0.1970691978931427
inferred_20260921_seed3,3,11ed1195aabfcd298bcaf379e7f064ad8010cd8ca67a057b647baa8bf9ef6e77,F-MADRL,11,3,1,-6895.018431207364,-6063.297045771133,21131.268995522663,17180.91769929572,13619.499327357771,1007.4478173249306,264,1.1156002983625513e-05,1.9362420061952434e-05,4,0,0.40647783875465393,420304.5,648155.875,4,0.016464004293084145,0.1737707406282425
inferred_20260921_seed3,3,11ed1195aabfcd298bcaf379e7f064ad8010cd8ca67a057b647baa8bf9ef6e77,F-MADRL,12,1,1,-29369.60285389222,-25613.993978694765,19216.380620139134,12139.517997862042,63872.188625627095,5256.511849561044,288,-0.0010928064584732056,4.0205948607763276e-05,4,0,0.8028693795204163,1773080.5,6698513.5,4,0.015334343537688255,0.2533889710903168
